exp_ID,sim file,crop file,site file,climate file,species params,cv params,position in rotation *,crop ID (as in crop.json),"*separate with ""-"" if the crop has more than one position"
12,sim-12.json,crop-12.json,site-12.json,climate_10170.csv,wheat.json,winter-wheat-bermude.json,0,WW,
14,sim-14.json,crop-14.json,site-14.json,climate_10170.csv,wheat.json,winter-wheat-bermude.json,0,WW,
